,budget (in Million),original_language,runtime,title,movie_id,preprocessed_overview,overview,rating,preprocessed_keywords,preprocessed_genres,preprocessed_cast,preprocessed_director,preprocessed_producer,preprocessed_spoken_languages,preprocessed_production_companies,preprocessed_production_countries,preprocessed_producer_director
2611,15,en,132.0,Brazil,68,lowlevel bureaucrat sam lowri escap monotoni daytoday life recur daydream virtuou hero save beauti damsel investig case led wrong arrest eventu death innoc man instead want terrorist harri tuttl meet woman daydream tri help get caught web mistaken ident mindless bureaucraci lie,lowlevel bureaucrat sam lowry escapes the monotony of his daytoday life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist harry tuttle he meets the woman from his daydream and in trying to help her gets caught in a web of mistaken identities mindless bureaucracy and lies,7.5,bureaucracy police-state terror great-britain dream dystopia government anarchic-comedy,comedy science-fiction,jonathan-pryce robert-de-niro katherine-helmond ian-holm bob-hoskins,terry-gilliam,arnon-milchan patrick-cassavetti,English,embassy-international-pictures,United-Kingdom,arnon-milchan patrick-cassavetti terry-gilliam
2612,15,en,103.0,Raise Your Voice,14024,rais voic comingofag stori center around smalltown singer brokenheart death brother car crash secretli submit summer session perform art academi lo angel perform art academi experi whole new way life big citi far small town lifestyl she use,raise your voice is a comingofage story centered around a smalltown singer brokenhearted by the death of her brother in a car crash who had secretly submitted her for a summer session at a performing arts academy in los angeles in the performing arts academy she experiences a whole new way of life in the big city far from the small town lifestyle shes used to,6.0,music life's-dream aspiring-singer singer teenager death-of-brother grieving music-school overprotective-father,music drama romance,hilary-duff oliver-james david-keith johnny-lewis rita-wilson,sean-mcnamara,sara-risher a.j.-dix toby-emmerich sean-mcnamara william-shively david-brookwell,English Français,new-line-cinema filmengine,United-States-of-America,sara-risher a.j.-dix toby-emmerich sean-mcnamara william-shively david-brookwell
2613,15,en,117.0,The Big Lebowski,115,jeffrey dude lebowski lo angel slacker want bowl drink white russian mistaken anoth jeffrey lebowski wheelchairbound millionair find drag strang seri event involv nihilist adult film produc ferret errant toe larg sum money,jeffrey the dude lebowski a los angeles slacker who only wants to bowl and drink white russians is mistaken for another jeffrey lebowski a wheelchairbound millionaire and finds himself dragged into a strange series of events involving nihilists adult film producers ferrets errant toes and large sums of money,7.8,white-russian dude bowling vietnam-veteran carpet nihilism heart-attack kidnapping lsd marijuana los-angeles millionaire cowboy ashes impregnation bowling-team unemployed bowling-ball weeds,comedy crime,jeff-bridges john-goodman julianne-moore steve-buscemi philip-seymour-hoffman,joel-coen,joel-coen ethan-coen,English עִבְרִית Español Deutsch,gramercy-pictures polygram-filmed-entertainment,United-Kingdom United-States-of-America,joel-coen ethan-coen
2614,15,en,116.0,Black Snake Moan,7874,godfear bluesman take wild young woman victim childhood sexual abus look everywher love never quit find,a godfearing bluesman takes to a wild young woman who as a victim of childhood sexual abuse is looking everywhere for love but never quite finding it,6.6,southern-usa blues military-service independent-film,drama,"samuel-l.-jackson christina-ricci justin-timberlake s.-epatha-merkerson john-cothran,-jr.",craig-brewer,john-singleton stephanie-allain,Český English,paramount-classics,United-States-of-America,john-singleton stephanie-allain craig-brewer
2615,15,en,118.0,Dark Blue,4911,set rodney king riot robberi homicid investig trigger seri event caus corrupt lapd offic question tactic,set during the rodney king riots a robbery homicide investigation triggers a series of events that will cause a corrupt lapd officer to question his tactics,6.5,corruption police-brutality riot ghetto street-war hold-up-robbery moral-conflict special-unit police-everyday-life cops independent-film los-angeles family,action crime drama thriller,kurt-russell scott-speedman michael-michele brendan-gleeson ving-rhames,ron-shelton,sean-daniel james-jacks david-blocker caldecot-chubb,English,united-artists intermedia-films,Germany United-Kingdom United-States-of-America,sean-daniel james-jacks david-blocker caldecot-chubb ron-shelton
2616,16,en,100.0,A Mighty Heart,1988,base marian pearl account terrifi unforgett stori husband wall street journal report danni pearl life death,based on mariane pearls account of the terrifying and unforgettable story of her husband wall street journal reporter danny pearls life and death,6.7,terror journalism new-love sadness fbi despair hostage-drama support hope friendship faith loss pakistan murder independent-film pregnancy,drama thriller,angelina-jolie dan-futterman irrfan-khan archie-panjabi denis-o'hare,michael-winterbottom,andrew-eaton brad-pitt dede-gardner,English Français اردو,plan-b-entertainment revolution-films,France United-Kingdom Pakistan United-States-of-America,andrew-eaton brad-pitt dede-gardner michael-winterbottom
2617,15,en,94.0,Whatever It Takes,16222,nerdi teen ryan woodman smitten popular gorgeou ashley grant appar interest meanwhil dim star athlet chri campbel eye ryan braini beauti friend maggi carter two agre help romant quest come closer goal ryan chri suspect might pursu wrong girl,a nerdy teen ryan woodman is smitten with the popular and gorgeous ashley grant who apparently has no interest in him meanwhile dim star athlete chris campbell has his eye on ryans brainy and beautiful friend maggie carter the two agree to help each other in their romantic quests but as they come closer to their goals both ryan and chris suspect that they might be pursuing the wrong girls,5.0,,drama comedy romance,jodi-lyn-o'keefe shane-west marla-sokoloff james-franco aaron-paul,david-raynr,paul-schiff,English,columbia-pictures-corporation,United-States-of-America,paul-schiff david-raynr
2618,20,en,94.0,Boat Trip,9557,two straight men mistakenli end gay cruis,two straight men mistakenly end up on a gays only cruise,4.7,gay bikini cruise-ship babes,comedy,cuba-gooding-jr. horatio-sanz roselyn-sánchez vivica-a.-fox maurice-godin,mort-nathan,frank-hübner gerhard-schmidt brad-krevoy andrew-sugerman,English Español svenska,motion-picture-corporation-of-america artisan-entertainment,Germany United-States-of-America,frank-hübner gerhard-schmidt brad-krevoy andrew-sugerman mort-nathan
2619,0,en,97.0,The Importance of Being Earnest,9026,two young gentlemen live 1890 england use pseudonym ernest sli fine fall love women use name lead comedi mistaken ident,two young gentlemen living in 1890s england use the same pseudonym ernest on the sly which is fine until they both fall in love with women using that name which leads to a comedy of mistaken identities,6.7,new-love country-estate country-house false-identity beguilement relatives victorian-england pleasure,comedy drama history romance,rupert-everett colin-firth reese-witherspoon judi-dench tom-wilkinson,oliver-parker,barnaby-thompson,Deutsch English,ealing-studios,France United-Kingdom United-States-of-America,barnaby-thompson oliver-parker
2620,0,en,98.0,The Love Letter,57943,20th centuri comput game design scott exchang love letter 19th centuri poet elizabeth whitcomb antiqu desk make letter travel time,20th century computer games designer scott exchanges love letters with 19th century poet elizabeth whitcomb through an antique desk that can make letters travel through time,4.7,,comedy drama fantasy romance,campbell-scott jennifer-jason-leigh david-dukes estelle-parsons,dan-curtis,,,,,dan-curtis
2621,0,en,91.0,Hoot,18276,young man lerman move montana florida famili he compel engag fight protect popul endang owl,a young man lerman moves from montana to florida with his family where hes compelled to engage in a fight to protect a population of endangered owls,5.5,owl teenager animal-protection based-on-young-adult-novel,drama family,luke-wilson logan-lerman brie-larson tim-blake-nelson cody-linley,wil-shriner,frank-marshall jimmy-buffett,English,the-kennedy/marshall-company hoot-productions-llc,United-States-of-America,frank-marshall jimmy-buffett wil-shriner
2622,15,en,107.0,In Bruges,8321,ray ken two hit men bruge belgium wait next mission time think discuss previou assign mission reveal ken expect,ray and ken two hit men are in bruges belgium waiting for their next mission while they are there they have time to think and discuss their previous assignment when the mission is revealed to ken it is not what he expected,7.4,bruges-belgium town-square vietnamese canadian-stereotype skinned-alive gruuthuse-museum-bruges,comedy drama crime,colin-farrell brendan-gleeson ralph-fiennes clémence-poésy thekla-reuten,martin-mcdonagh,graham-broadbent peter-czernin,English,blueprint-pictures scion-films,United-Kingdom United-States-of-America,graham-broadbent peter-czernin martin-mcdonagh
